Product,Test,Method,above_floor,Time,bg_floor_log10,criterion_value,Range_log10,Range_units,n_in_intersect,n_above_floor,n_total,no_range,problematic,best_achieved,valid
Med Beverage,Charm,Best Accuracy,FALSE,6 Hours,1.24,0.9583,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,Charm,Best Accuracy,FALSE,12 Hours,1.24,0.9583,no range,—,1,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7",NA,FALSE
Med Beverage,Charm,Best Accuracy,FALSE,24 Hours,1.24,0.9583,no range,—,1,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7",NA,FALSE
Med Beverage,Charm,Best Accuracy,FALSE,48 Hours,1.24,0.9375,no range,—,2,8,8,NA,"Geo 2, Geo 3, Geo 4, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Youden J,TRUE,6 Hours,5.3,0,5.40 – 7.70,2.5e+05 – 5.0e+07,2,2,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Youden J,TRUE,12 Hours,5.3,0,5.40 – 7.70,2.5e+05 – 5.0e+07,5,5,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Youden J,TRUE,24 Hours,5.3,0.525,5.40 – 5.70,2.5e+05 – 5.0e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Youden J,TRUE,48 Hours,5.3,0.3688,5.40 – 5.50,2.5e+05 – 3.2e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Sensitivity-first,TRUE,6 Hours,5.3,0,5.40 – 7.70,2.5e+05 – 5.0e+07,2,2,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Sensitivity-first,TRUE,12 Hours,5.3,0,5.40 – 7.70,2.5e+05 – 5.0e+07,5,5,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Sensitivity-first,TRUE,24 Hours,5.3,0.525,5.40 – 5.70,2.5e+05 – 5.0e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Sensitivity-first,TRUE,48 Hours,5.3,0.4,5.40 – 5.50,2.5e+05 – 3.2e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Best Accuracy,TRUE,6 Hours,5.3,0.875,5.40 – 7.70,2.5e+05 – 5.0e+07,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Best Accuracy,TRUE,12 Hours,5.3,0.5625,5.40 – 7.70,2.5e+05 – 5.0e+07,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Best Accuracy,TRUE,24 Hours,5.3,0.6042,5.40 – 5.70,2.5e+05 – 5.0e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Best Accuracy,TRUE,48 Hours,5.3,0.4792,5.40 – 5.50,2.5e+05 – 3.2e+05,8,8,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Youden J,FALSE,6 Hours,5.3,0.3,-0.30 – 2.90,5.0e-01 – 7.9e+02,2,2,8,NA,NA,NA,TRUE
Med Beverage,AttuneDilut,Youden J,FALSE,12 Hours,5.3,0.6,no range,—,2,5,8,NA,"Geo 1, Geo 3, AF 5",NA,FALSE
Med Beverage,AttuneDilut,Youden J,FALSE,24 Hours,5.3,0.85,no range,—,1,8,8,NA,"Geo 1, Geo 2, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Youden J,FALSE,48 Hours,5.3,0.9188,no range,—,2,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Sensitivity-first,FALSE,6 Hours,5.3,1,no range,—,0,2,8,NA,"Geo 1, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Sensitivity-first,FALSE,12 Hours,5.3,1,no range,—,0,5,8,NA,"Geo 1, Geo 3, AF 5, AF 6, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Sensitivity-first,FALSE,24 Hours,5.3,1,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Sensitivity-first,FALSE,48 Hours,5.3,1,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Best Accuracy,FALSE,6 Hours,5.3,0.9583,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Best Accuracy,FALSE,12 Hours,5.3,0.9583,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Best Accuracy,FALSE,24 Hours,5.3,0.9375,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Med Beverage,AttuneDilut,Best Accuracy,FALSE,48 Hours,5.3,0.9583,no range,—,0,8,8,NA,"Geo 1, Geo 2, Geo 3, Geo 4, AF 5, AF 6, AF 7, AF 8",NA,FALSE
Chocolate,Charm,Youden J,TRUE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Youden J,TRUE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Youden J,TRUE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,TRUE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,TRUE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,TRUE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,TRUE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,TRUE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,TRUE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Youden J,FALSE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Youden J,FALSE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Youden J,FALSE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,FALSE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,FALSE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Sensitivity-first,FALSE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,FALSE,12 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,FALSE,24 Hours,0.68,1,0.80 – 1.50,6.3e+00 – 3.2e+01,12,12,12,NA,NA,NA,TRUE
Chocolate,Charm,Best Accuracy,FALSE,48 Hours,0.68,1,0.80,6.3e+00,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Youden J,TRUE,12 Hours,5.88,0.4167,5.90 – 6.10,7.9e+05 – 1.3e+06,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Youden J,TRUE,24 Hours,5.88,0.8167,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Youden J,TRUE,48 Hours,5.88,0.7167,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Sensitivity-first,TRUE,12 Hours,5.88,0.4167,5.90 – 6.10,7.9e+05 – 1.3e+06,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Sensitivity-first,TRUE,24 Hours,5.88,0.8167,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Sensitivity-first,TRUE,48 Hours,5.88,0.7167,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Best Accuracy,TRUE,12 Hours,5.88,0.5139,5.90 – 6.10,7.9e+05 – 1.3e+06,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Best Accuracy,TRUE,24 Hours,5.88,0.8472,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Best Accuracy,TRUE,48 Hours,5.88,0.7639,5.90,7.9e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Youden J,FALSE,12 Hours,5.88,1,no range,—,8,12,12,NA,"AF 7, AF 8, BL 2, AF 8 Hi",NA,FALSE
Chocolate,AttuneDilut,Youden J,FALSE,24 Hours,5.88,1,4.60 – 4.70,4.0e+04 – 5.0e+04,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Youden J,FALSE,48 Hours,5.88,1,4.60 – 5.20,4.0e+04 – 1.6e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Sensitivity-first,FALSE,12 Hours,5.88,1,no range,—,8,12,12,NA,"AF 7, AF 8, BL 2, AF 8 Hi",NA,FALSE
Chocolate,AttuneDilut,Sensitivity-first,FALSE,24 Hours,5.88,1,4.60 – 4.70,4.0e+04 – 5.0e+04,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Sensitivity-first,FALSE,48 Hours,5.88,1,4.60 – 5.20,4.0e+04 – 1.6e+05,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Best Accuracy,FALSE,12 Hours,5.88,1,no range,—,8,12,12,NA,"AF 7, AF 8, BL 2, AF 8 Hi",NA,FALSE
Chocolate,AttuneDilut,Best Accuracy,FALSE,24 Hours,5.88,1,4.60 – 4.70,4.0e+04 – 5.0e+04,12,12,12,NA,NA,NA,TRUE
Chocolate,AttuneDilut,Best Accuracy,FALSE,48 Hours,5.88,1,4.60 – 5.20,4.0e+04 – 1.6e+05,12,12,12,NA,NA,NA,TRUE
